,0.042,41.422,G,14.2,1.2,0.9,4,,,Per,S0,24.4
,-0.003,-0.376,G,14.8,1.0,0.9,30,,,Per,S0,23.5
,0.011,0.520,G,12.7,1.5,1.4,25,,,Per,S0,23.5
,0.001,-1.321,G,15.7,1.0,1.0,100,,,Per,Sb,24.4
,0.022,1.750,G,14.6,1.2,0.6,125,,,Per,E,23.8
,0.047,0.140,G,14.8,1.3,0.9,42,,,Per,E,24.2
1,-0.030,-37.855,G,15.5,0.7,0.3,45,,,Cet,S0,
,0.037,37.892,GPair,,0.8,,,,,Per,,
,-0.041,-54.671,G,14.9,0.9,0.7,58,,,Eri,SABc,23.0
,0.031,-1.828,G,14.7,1.1,0.5,134,,,Eri,Sa,23.2
1,0.087,55.357,G,15.3,1.1,0.9,99,,,Per,Sab,24.0
,-0.025,-55.774,G,14.8,1.0,0.9,25,,,Eri,E,23.7
,0.025,18.666,G,15.3,0.8,0.4,6,,,Tau,,23.8
2,0.081,-10.728,G,15.6,0.8,0.7,80,,,Eri,Sab,23.8
,-0.004,-7.379,G,15.4,1.1,0.8,101,,,Eri,E-S0,24.2
,0.009,-0.266,G,15.2,0.8,0.5,70,,,Eri,Sab,23.2
,0.001,0.054,G,14.6,0.7,0.5,16,,,Eri,Sc,22.4
,0.014,14.917,G,15.1,1.0,0.5,63,,,Tau,E,24.0
,0.002,0.074,G,15.0,1.0,0.3,73,,,Tau,SBab,23.4
,0.003,-0.070,G,14.8,0.9,0.9,105,,,Tau,E,23.5
,0.005,1.100,G,15.3,1.0,0.5,44,,,Tau,S0-a,23.8
1,0.211,75.255,G,11.5,2.3,1.9,58,,,Cam,S?,23.1
,-0.163,-111.085,G,13.0,2.6,0.8,83,,,For,S0,23.7
,0.041,57.810,Neb,,,,,,,Tau,,
1,-0.006,-20.244,G,14.9,0.8,0.7,176,,,Tau,Sc,23.2
1,0.031,-16.234,G,14.8,1.6,0.6,90,,,Eri,S0-a,24.2
,0.024,35.075,Neb,,134.9,,,,,Tau,,
,0.098,46.136,G,9.7,19.8,18.8,0,,,Cam,SABc,24.9
,-0.111,-86.539,G,13.2,1.5,0.7,113,,,Eri,S0-a,23.7
,0.023,13.777,G,14.9,0.9,0.5,42,,,Eri,SBbc,22.9
,-0.006,-13.648,G,14.7,0.9,0.7,37,,,Eri,S0,23.2
,0.010,0.047,G,12.6,1.9,1.5,69,,,Eri,S0-a,23.8
,0.013,13.968,G,14.0,1.4,1.0,138,,,Eri,S0,23.4
,0.034,36.462,Cl+N,,10.0,10.0,,omi Per Cloud,,Per,,
