,0.022,22.872,DrkN,,30.0,,,,,,,
,0.325,6.918,DrkN,,4.0,,,,,,,
,0.065,-0.923,DrkN,,13.0,,,,,,,
,0.046,-0.060,DrkN,,7.0,,,,,,,
,0.080,6.346,DrkN,,15.0,,,,,,,
,0.096,-2.819,DrkN,,10.0,,,,,,,
,0.028,-3.830,DrkN,,1.0,,,,,,,
,0.100,2.182,DrkN,,60.0,,,,,,,
,0.216,1.863,DrkN,,6.0,,,,,,,
,0.029,1.921,DrkN,,3.0,,,,,,,
,0.055,1.524,DrkN,,20.0,,,,,,,
,0.079,-1.506,DrkN,,22.0,,,,,,,
,0.003,-0.416,DrkN,,9.0,,,,,,,
,0.014,12.669,DrkN,,60.0,,,,,,,
,0.024,-14.965,DrkN,,5.0,,,,,,,
,0.006,3.501,DrkN,,24.0,,,,,,,
,-0.002,8.884,DrkN,,30.0,,,,,,,
,0.097,-12.288,DrkN,,20.0,,,,,,,
,0.018,13.886,DrkN,,20.0,,,,,,,
,0.018,-0.664,DrkN,,54.0,,,,,,,
,0.082,-9.074,DrkN,,20.0,,,,,,,
,0.186,2.772,DrkN,,15.0,,,,,,,
,0.016,-1.265,DrkN,,40.0,,,,,,,
,0.153,5.618,DrkN,,75.0,,,,,,,
,0.014,2.168,DrkN,,22.0,,,,,,,
,0.091,2.843,DrkN,,10.0,,,,,,,
,0.067,-2.393,DrkN,,5.0,,,,,,,
,0.109,1.811,DrkN,,14.0,,,,,,,
,0.416,-2.963,DrkN,,5.0,,,,,,,
,0.316,0.624,DrkN,,,,,,,,,
